blockchain,block_date,block_time,tx_hash,token_category,safe_sender,receiver,receiver_type,receiver_contract_name,receiver_label_names,receiver_label_categories,receiver_label_models,receiver_ens,receiver_name,event_name,symbol,token_address,amount,amount_usd,vertical,protocol
ethereum,2024-01-25,2024-01-25 15:22:23.000 UTC,0x2f5fa375ce117d4df0f443e1dca00066df28149f7d72af5a3effd4da0005a6ed,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xa8bd4eb3d7e78f7c044dde021d642786d6f1ca58,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,3332.9999999999995,1101.583164,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-29,2024-01-29 08:26:11.000 UTC,0xb578dc51850662c90e8c0584089348ae0d8439b90aaf2014cab989210cff3491,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xbcfefc0166c23247313c7038c670239d5f106984,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,733,308.845885,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-05-21,2024-05-21 04:39:35.000 UTC,0x81419ad2b156d64994e5a27f0524a69406c40f5a793c0e64856c252278f0b8ce,erc20,0x85128bc0261e7530ca3286c0a5f9d14eecdb5795,0xa9c3800b219f7964154816c2f883bf199d6f12cf,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,HEART,0x8fac8031e079f409135766c7d5de29cf22ef897c,14362.480000000001,352.38344680000006,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-04,2024-11-04 04:53:47.000 UTC,0xaaa6f441708e40bedf4bc9e66faa23abf17dce6e9a082bbd95d3b6cd97d86c3c,erc20,0xbc90d9a450048cb891c6b1a1c00e88478ee0721a,0x1a40256c9e0d365399ea32234205727d1991a6be,Safe,Safe_test: Safe_v_4_1,<nil>,<nil>,<nil>,<nil>,Safe_test,Transfer,XIN,0xa974c709cfb4566686553a20790685a47aceaa33,0.0011,0.119768,unclassified transfer to Safe,Safe_test: Safe_v_4_1
ethereum,2024-02-03,2024-02-03 09:07:47.000 UTC,0xc899698f54141feadf77a750bc5e1ecc848c11302d901283b43f6854310b2fce,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x6b821bd540ef180ab6e8219af224f9ba52045471,EOA,<nil>,<nil>,<nil>,<nil>,crazycryptoman.eth,crazycryptoman.eth,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,200,65.559,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-25,2024-01-25 14:30:47.000 UTC,0x10e337a7b4d6f4921ceca3f5c444cc2b1a7d210fecb77a60b9fe849cff9bfd57,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xb5efa7026580e0223d2b38f7898984ad83e15d7d,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,933,298.612248,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-28,2024-01-28 16:19:59.000 UTC,0x10327989ac2f41f81d9633441f09d61e491a936c63fb469233a90214a3fae113,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x22a7d47eb5a493f9ff851143cb9b7f08a538e53e,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,333,141.474051,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-27,2024-01-27 12:06:11.000 UTC,0xcb6daaad4ad11d9a12a192a40d339b1c9362b7ffdd2e2a63513e60eb03ca6090,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xca7b127db7bfe3df76bfaf0289be3ef3839b0739,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,333,122.459751,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-27,2024-01-27 11:53:59.000 UTC,0x5507a20a5c30459e36b527bbef0f6ad61d3ad82ca91f4cc2a034c267b59706bf,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x269dcb54a3d428e560dc24e501a66878d1c48e72,EOA,<nil>,<nil>,<nil>,<nil>,777879.eth,777879.eth,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,333,122.74546500000001,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-06-30,2023-06-30 11:29:35.000 UTC,0xb12a1168b95a2e524c47efe95034b47210f3500bd80d440d873db666a96abff7,erc20,0xd558f127e20fc028a6d4e37f41681d569fed11f8,0xb36efd69e3c5cb0e18b7f0c43e47fa431ae40924,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,SD,0x30d20208d987713f46dfd34ef128bb16c404d10f,42,34.389138,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-02-18,2024-02-18 02:12:11.000 UTC,0x57dd941aefde054247f4dbb9f9bec0267333be5258ff229554b9669bd9d5fb7c,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x834c4f300ee7c311b4267a0a4d2a62888f5d5466,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,733,308.84002100000004,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-28,2024-01-28 01:16:23.000 UTC,0x84ad9d7dfcc4a168bea8ce215d5f74d30ee420028972abe321fe9d551870ad8a,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x2093c756f1ae4711560b83f85f95614ff164b9eb,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,400,168.6428,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-28,2024-01-28 09:38:47.000 UTC,0x3e569a9d98e302aeddad49de61b1b1a35ec96f472984ddff6e201fcd10ede3fa,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xcaa41685f04ea4ecbe25fa5e149954736b361dab,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,200,86.7652,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-27,2024-01-27 05:37:59.000 UTC,0xa6d7a8b5befa5fdad3855179b215b0881df6c2097696b8add2e9b9e524878139,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x64120777768c11c808ce1f656cb5da286acf9578,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,200,72.4904,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-04-11,2024-04-11 13:02:59.000 UTC,0x7c89e28def53239dae656124683f79de48be88c03bcaf162710f6211e9095736,erc20,0x8ea2c7de60ef1cd4dce64ea2ddde2f99f0127efc,0x5ff7e480399d690dbf05caa9b42902a71ea43bad,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,IMX,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,160.82054115129756,419.7416124048866,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-27,2024-01-27 11:28:11.000 UTC,0x5495959394dca263f7b4f22884ee13e7259af8e9fae0cc4c85d1a35204771277,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x329ce0605f4a003a1e3641dd193f6400812660c4,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,533,196.645553,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-31,2024-01-31 03:56:35.000 UTC,0x05f3791aece125ef4f24d19e3a4834a03c26c25d6f9975671a0f194191b8794b,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xf6f2fe5e0131787890af1127e3557ee91171897a,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,400,166.17159999999998,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-02-14,2024-02-14 06:41:11.000 UTC,0x86083e80e8f8a5faad9b241f6c31837976b6f716f3c0adf661aa413b6463a06a,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x0a6d85fd1940c2d274a04da3e9d85a978b9225ad,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,333,127.177029,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-02-24,2024-02-24 05:43:11.000 UTC,0x095b20d61b0fff4817fd8ceb98610912edde102dc9b9a6d5b65b495df5f95909,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x66559fb1dd613d8b854ff7e7766274f3e688170f,EOA,<nil>,<nil>,<nil>,<nil>,kkoba.eth,kkoba.eth,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,241,119.924974,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-02-15,2024-02-15 01:53:47.000 UTC,0xcb8226231dffe596c4a0e2107841b26ede840a16963243975d8195be64b4be20,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xb3e24aedbed0aa2c19904c418cdb230b1ba6469d,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,333,135.063468,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-02-25,2024-02-25 12:58:11.000 UTC,0xc7d81c95f2cdf09ce8c617b2d8dc0790bd121f2b2a63961eb1a56ae49afb72d3,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x669676f4e46286b374e397dfe488df74591082bd,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,241,123.791096,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-07-11,2023-07-11 22:28:23.000 UTC,0xfd879aee4765ef424d9203ae5a37c0ab7aa697da188ea0e47104f8587aa3c087,erc20,0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963,0xe5859cbc7a5c954d33480e67266c2bbc919a966e,EOA,<nil>,<nil>,<nil>,<nil>,basedzoomer.eth,basedzoomer.eth,Transfer,FF,0x7e9d8f07a64e363e97a648904a89fb4cd5fb94cd,139.038304637594,16.324070232586,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-04-13,2023-04-13 04:44:35.000 UTC,0x5fdbaaf5174afce001ebd6f93833e822e3566c17687a8a5263f8535f82c58201,erc20,0x23f44c74ad65719b2741fb4225cf98cdc52a3637,0xfa5b85ff855c168adce03ca5864fc60f5d6d6643,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,XCAD,0x7659ce147d0e714454073a5dd7003544234b6aa0,191.14722318511295,298.1896681687762,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-27,2024-01-27 20:48:35.000 UTC,0x70edfc0cce9554fe463a612aa27fdc412e6f1a95b23cd8a235032e6ab7ab887a,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xb44a42ed44eeda47a7fe6a0bdb884fcb1ceb887c,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,533,225.663139,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-08-06,2024-08-06 11:04:47.000 UTC,0x98aa27caa022133083d902ccaa4abe069aa63575462756cb1b07dd29efd13f97,erc20,0x5776f9bf6568f252ce5fa85f8fee3c0d8de914d8,0x630de1180a22e76e70e041da5eb9b676ce2bdd44,Smart contract,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,UwU,0x55c08ca52497e2f1534b59e2917bf524d4765257,22.653987659191664,19.892670449425133,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-09-23,2024-09-23 10:46:59.000 UTC,0xba63e226c6e835001dc30b2b316700cc64b1ca8976da26eb202cdd34ad52d948,erc20,0x5776f9bf6568f252ce5fa85f8fee3c0d8de914d8,0x630de1180a22e76e70e041da5eb9b676ce2bdd44,Smart contract,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,UwU,0x55c08ca52497e2f1534b59e2917bf524d4765257,279.4531601682651,279.27207452047605,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-09-25,2024-09-25 05:06:35.000 UTC,0xcbb41e39c012f5f59e32222f91f95eeb6d191fe99adc556f3e74735db6612aa9,erc20,0x5776f9bf6568f252ce5fa85f8fee3c0d8de914d8,0x630de1180a22e76e70e041da5eb9b676ce2bdd44,Smart contract,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,UwU,0x55c08ca52497e2f1534b59e2917bf524d4765257,112.88375362265839,101.70284359384132,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-02-07,2024-02-07 06:48:59.000 UTC,0x141ac54e385d430185655ea989a0e031c7170cfedb200da6c32b5c21971dbb41,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x08bf47494c0610c5a148cefe17f509f166fda40a,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,200,60.8216,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-26,2024-01-26 02:56:11.000 UTC,0xc937710d739dc8c52879bc7869cca0d58b801dbe53927159747190f07efdc294,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x5449a630d69375e2a7308ab375eaa5802b2c1bb3,EOA,<nil>,<nil>,<nil>,<nil>,zloboglaz.eth,zloboglaz.eth,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,1600,506.0976,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-28,2024-01-28 05:18:23.000 UTC,0xb46ed93ec7f62cce71a1ee3989d4fffba1b3c94c03983d5c8ed455663269f0ff,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xd3d45b3d8e0ffd82e7512148a46ccacb5f527eed,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,200,88.0634,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-03-25,2023-03-25 05:24:35.000 UTC,0x0a850e1bb21458e2b4cdad28323b001a2f1cb611032217024480e47f2a3b43c1,erc20,0xc12b51d48fa36735ee26bd4c32dca2f5f9285433,0xcd3ab68d0034c523f9794a09ab14d18f4d5bf4fa,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,HEART,0x8fac8031e079f409135766c7d5de29cf22ef897c,1e+07,145170,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-10-30,2024-10-30 13:44:23.000 UTC,0x7dcebee0a5598aec7c50877741f9322715b9828c827782a357d17417a1abf612,erc20,0x0cf6fdddfd7f1a7c892730d2d0846a122675b888,0x29a1f91d3d4b10e06cce34b79d634869f51ba922,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,BOSON,0xc477d038d5420c6a9e0b031712f61c5120090de9,1400,324.5998,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-02-05,2024-02-05 09:46:59.000 UTC,0x6d38020e34fbb21ed6446a43c8c0ffbac8a3c1e6b54d313300cbe10e1c816801,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x654e49be4ae0c597a97c08422f614d783a2a122f,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,533,172.039075,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-02-20,2024-02-20 10:58:23.000 UTC,0xeec06e8bcc40ab64e834894db864890a11881ad0a4c82b1b8515a055acec169b,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0x6502a0e58864e9848eeb11c38a8874daa8c7f079,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,241,118.39052699999999,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-27,2024-01-27 13:25:23.000 UTC,0xcbd0d90d8fd36fc68d3f953b551553ae517bd051c9c552273cc2989dd6c79696,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xeb1d48b5872d84a6114171ec4025a5344dfa4ace,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,333,127.65555,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-31,2024-01-31 01:50:35.000 UTC,0x0b40d55ee9d70d80ec4d5eed88344014928f1df5f7e4067b024cdea88f1d4308,erc20,0x3af2acb662a241da4ef4310c7ab226f552b42115,0xff03658e92a9162fe78bd7e8bc5d0aa45739e8bb,EOA,<nil>,<nil>,<nil>,<nil>,p13pe.eth,p13pe.eth,Transfer,ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,667,285.718788,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-08,2024-11-08 09:50:47.000 UTC,0x372854646730872cd11c7f76b62328c64e9427c777589964642a25cbf14912bd,stablecoin,0xdd140cb2847f6186a9df3b25ae1e135052b09321,0xde19fb135c7bf04a3674cea80339ecdc86375394,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,29232.678802,29228.089271428085,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-10-07,2024-10-07 08:33:47.000 UTC,0x480faf671f4f3b12bec52f3bd98fdea53e040990bd66202fbb9d486cde88e4f4,stablecoin,0xd5b1321b5bccd0878b50c385e04a42a990ae9c2f,0x12f65ae4cd9b664a6f56824ccf8181e2bf9b1cd6,Safe,Safe,<nil>,<nil>,<nil>,<nil>,Gnosis_safe,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3025,3024.089475,unclassified transfer to Safe,Safe
ethereum,2023-07-11,2023-07-11 22:28:23.000 UTC,0xfd879aee4765ef424d9203ae5a37c0ab7aa697da188ea0e47104f8587aa3c087,stablecoin,0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963,0x75f25030de813289b5263650a949307976ef1c4b,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3196.050007,3197.0727430022403,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-09-28,2023-09-28 17:17:47.000 UTC,0x60c65ba5b2f6d3eec8024adf5f2bcad1a91bba7da7ac66a33d1bea1f661d70df,stablecoin,0x0fc6adc09aa6d3bbe8587ec817f370c6191ac810,0x61a506b4e97e0bf27df8e6ad110bdfeb865ca8be,Safe,Safe,<nil>,<nil>,<nil>,<nil>,Gnosis_safe,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2.8310203511e+06,2.832183900464302e+06,unclassified transfer to Safe,Safe
ethereum,2023-01-30,2023-01-30 14:21:23.000 UTC,0x9175585e9b3a048baa564e8fd8dcc105807725bb816870ffbeb8052aac2e1534,stablecoin,0x4fd08769ff23c6553f64c84e9a1db3912042072e,0x90b8b204e2e9a503365ecfecb652f5dd4f6e2df1,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,246014.935,246159.59178178,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-02-20,2023-02-20 22:52:59.000 UTC,0x52dad3f6d85960f550af3ee26876c432e95a867e042d1f3002315b3625e5e067,stablecoin,0x9bcf35bd44cd5902bfa0738b7b2de12d09cc2dc9,0x781f9157d2c1dd992921235185c521ffdd255591,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,405.7,405.7523353,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-06-20,2023-06-20 07:22:23.000 UTC,0xd164b127f510a392b378e7ddc21688125d2197fb4a7eee88e42f51687ae3c0a9,stablecoin,0x644b85a67bf4c2e620831ed1f61a51c9c7d4182c,0x89455f6b1a34d802205560d99ed32a4c22cd55b9,Safe,Safe,<nil>,<nil>,<nil>,<nil>,Gnosis_safe,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,625,625.350625,unclassified transfer to Safe,Safe
ethereum,2023-01-07,2023-01-07 12:33:11.000 UTC,0xed71de1a450cc971e051faddfa163f734ca24d01b298d9c76703392dbbbfe036,erc20,0x7d78c1b239d5003becb778620d9035bf3e9f6528,0xfc4913214444af5c715cc9f7b52655e788a569ed,Smart contract,Hedron: Icosa,<nil>,<nil>,<nil>,<nil>,Hedron,Transfer,HDRN,0x3819f64f282bf135d62168c1e513280daf905e06,9.535578757908529e+08,1306.3742898334685,unclassified transfer to Smart contract,Hedron: Icosa
ethereum,2023-11-21,2023-11-21 01:42:35.000 UTC,0x18760924f84f2242475fe72d8d2b317739c1c5558215296a85443343a9bfe82e,erc20,0xbaadf7cefe37794a4286cf4678286d1cd9e83522,0x333eef77914ece52efdcaf5e724a38bed49473bd,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,stETH,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0.7258,1473.424806,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-09-21,2023-09-21 15:59:59.000 UTC,0x80dd9dd63dd728e2a3c9bea63cee5dab9481fc4f067879c1c1bcca38f612cc2b,erc20,0x3b5140d202e6ed6cff4b9de39f1215fca700d72c,0xcd65cd5911ebf35c9cc2897358dae30a378d851e,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,IQ,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,39052.979999999996,199.9512576,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-02-22,2023-02-22 22:24:59.000 UTC,0x87f25a48ec5de34f97cbc9483257c964c00dbda3b7fbb55e24fe922e3fa80877,erc20,0xa450791357cad888c429386bb1c2fd27f6c1001b,0xc39bf343cfc1083497549d7f10468769becc79e4,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,SWM,0x3505f494c3f0fed0b594e01fa41dd3967645ca39,148314,623.6603700000001,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-04-06,2023-04-06 06:44:23.000 UTC,0x2ffc057489cae9b6482e9185158fcf40cc6f738f278267c8dbede30c617d99dc,erc20,0x23f44c74ad65719b2741fb4225cf98cdc52a3637,0x3b4888918c28bbfafb8b8ff0eacd40e5b1b5570c,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,ROUTE,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,31.37520409461858,86.2818112602011,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-01-31,2024-01-31 20:38:59.000 UTC,0xbfd3d076e1cb4b3187ebd0b41c039dd43cbb64130b1ea3c0fbd36266db54b12b,erc20,0x3b319def689f90f9dc406c163434df31b06d0fc2,0x27734d2aac8688bd1cd52526fc49265ebc825e46,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,APE,0x4d224452801aced8b2f0aebe155379bb5d594381,25,35.5,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-04-27,2024-04-27 10:24:59.000 UTC,0xf6446f5334b8ecbfb07505711b351c91a9522e1a2fd751051da014470e44a4bc,erc20,0x6f7f6d22a6d606da312204b1d36f711353ba844f,0x41a228d1d4081e2515a4af25817d0fd3213d597f,EOA,<nil>,<nil>,<nil>,<nil>,9gagmvp.eth,9gagmvp.eth,Transfer,PORTAL,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,1353.4397225273226,1199.9447701557763,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-10-19,2023-10-19 00:52:47.000 UTC,0x0d4aeaac658c8d25fdc65cbc18d1149fd494ea80c5f1fde1f6c161f115ae783c,erc20,0xe392db2b122c40a024076fab0710604d15550fb3,0x57a22f07e0b2e79e245eb7a9e1dfa475e07a3619,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,WOOL,0x8355dbe8b0e275abad27eb843f3eaf3fc855e525,2856.9999999999995,0.014770689999999996,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-01-14,2023-01-14 02:12:59.000 UTC,0x4d1e8d7a7a2b5cb99a00b67fd4b26f5b7c74c6ea5dddb992841961968b9b0a1d,erc20,0x132fd3fbb000c0612191c5c1a71173f7a99d0212,0x93ceaa1f1d925cbb436ea9c958ec39ad0d63ac77,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.4,620.5840000000001,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-07-11,2023-07-11 22:28:23.000 UTC,0xfd879aee4765ef424d9203ae5a37c0ab7aa697da188ea0e47104f8587aa3c087,erc20,0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963,0x75f25030de813289b5263650a949307976ef1c4b,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,Transfer,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,44.75548808902791,84071.39415571536,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-12-27,2023-12-27 18:50:35.000 UTC,0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f,native,0x91c32893216de3ea0a55abb9851f581d4503d39b,0xe464da92a137365e0bab6b7b122465a36310bfb3,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.005537789509,13.007769155585189,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-03-08,2023-03-08 06:45:47.000 UTC,0xa8da3e778a5469c7f781176d3041aef6f4c23515ec597bc707aecc627bf3bb3a,native,0xc1f6647399eaacf5ab64f1fb4df9554493b099ef,0xd9b5c58ebef9cb60afb3d3b320abf3df12d1c550,EOA,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.0015,2.330235,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2023-08-19,2023-08-19 08:05:11.000 UTC,0x0afdfed00f4fcd61fb651dba2594597f4b5ae23d187a04bb782a905168bf3595,native,0x84c8d11a49419e75dc9b4ad6d8b47b107a63334e,0xf2470e38d7d655a134ee1b6c65eefd58c9953264,EOA,<nil>,<nil>,<nil>,<nil>,qojda.eth,qojda.eth,<nil>,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.00123,2.0454285,unclassified transfer to EOA,unclassified transfer to EOA
